sofifa_id,short_name,League,Positions,Age,Overall,Potential,Wage (eur),Value (eur),Height (cm),Weight (kg)
192774,K. Manolas,Italian Serie A,Defender,30,83,83,80000.0,30000000.0,189,83
192883,H. Mkhitaryan,Italian Serie A,Forward,32,83,83,82000.0,29500000.0,177,75
193082,J. Cuadrado,Italian Serie A,Defender,33,83,83,95000.0,19000000.0,179,72
197061,J. Matip,English Premier League,Defender,29,83,83,130000.0,30500000.0,194,90
199845,F. Acerbi,Italian Serie A,Defender,33,83,83,75000.0,17500000.0,192,88
199914,Allan,English Premier League,Midfielder,30,83,83,100000.0,30500000.0,175,74
200610,K. Volland,French Ligue 1,Forward,28,83,83,83000.0,37000000.0,179,85
201153,Morata,Italian Serie A,Forward,28,83,83,84000.0,37000000.0,190,84
201399,M. Icardi,French Ligue 1,Forward,28,83,83,120000.0,37000000.0,181,75
202884,L. Spinazzola,Italian Serie A,Defender,28,83,83,72000.0,33000000.0,186,75
203574,J. Stones,English Premier League,Defender,27,83,86,140000.0,41000000.0,188,76
203841,N. Pope,English Premier League,Goalkeeper,29,83,83,45000.0,25000000.0,199,76
204838,R. Jiménez,English Premier League,Forward,30,83,83,120000.0,35500000.0,188,81
204935,J. Pickford,English Premier League,Goalkeeper,27,83,85,83000.0,33000000.0,185,77
205452,A. Rüdiger,English Premier League,Defender,28,83,84,130000.0,34500000.0,190,85
205632,L. Ocampos,Spain Primera Division,Midfielder,26,83,83,46000.0,39500000.0,188,84
207410,M. Kovačić,English Premier League,Midfielder,27,83,84,135000.0,41500000.0,176,80
209989,T. Partey,English Premier League,Midfielder,28,83,83,115000.0,36500000.0,185,77
211688,Gayà,Spain Primera Division,Defender,26,83,86,48000.0,43500000.0,172,66
213565,T. Lemar,Spain Primera Division,Midfielder,25,83,86,71000.0,48000000.0,171,66
213648,P. Højbjerg,English Premier League,Midfielder,25,83,86,105000.0,43500000.0,185,84
214997,Á. Correa,Spain Primera Division,Forward,26,83,86,80000.0,48000000.0,171,70
215333,D. Zapata,Italian Serie A,Forward,30,83,83,77000.0,35500000.0,189,88
216354,A. Kramarić,German 1. Bundesliga,Forward,30,83,83,59000.0,35500000.0,177,73
220651,Angeliño,German 1. Bundesliga,Defender,24,83,86,77000.0,46000000.0,175,69
220814,L. Hernández,German 1. Bundesliga,Defender,25,83,86,85000.0,44500000.0,184,79
220834,Marco Asensio,Spain Primera Division,Midfielder,25,83,86,190000.0,48000000.0,182,76
223689,W. Weghorst,German 1. Bundesliga,Forward,28,83,83,95000.0,37000000.0,197,84
223697,R. Gosens,Italian Serie A,Defender,26,83,83,65000.0,36000000.0,183,76
225193,Merino,Spain Primera Division,Midfielder,25,83,87,47000.0,50000000.0,189,83
225850,P. Kimpembe,French Ligue 1,Defender,25,83,87,90000.0,45500000.0,189,80
228618,F. Mendy,Spain Primera Division,Defender,26,83,86,170000.0,43500000.0,180,73
229880,A. Wan-Bissaka,English Premier League,Defender,23,83,87,115000.0,48500000.0,183,72
230658,Arthur,Italian Serie A,Midfielder,24,83,85,90000.0,47000000.0,171,73
230666,Gabriel Jesus,English Premier League,Forward,24,83,87,150000.0,52500000.0,175,73
231443,O. Dembélé,Spain Primera Division,Midfielder,24,83,88,165000.0,55000000.0,178,67
233064,M. Mount,English Premier League,Midfielder,22,83,89,120000.0,58500000.0,178,70
234642,É. Mendy,English Premier League,Goalkeeper,29,83,85,105000.0,30000000.0,197,86
235805,F. Chiesa,Italian Serie A,Midfielder,23,83,91,74000.0,80500000.0,175,70
239053,F. Valverde,Spain Primera Division,Midfielder,22,83,89,160000.0,58000000.0,182,78
241486,J. Koundé,Spain Primera Division,Defender,22,83,89,33000.0,53000000.0,181,75
242444,João Félix,Spain Primera Division,Forward,21,83,91,61000.0,82000000.0,181,72
157481,Raúl Albiol,Spain Primera Division,Defender,35,82,82,30000.0,8000000.0,190,82
164835,Ł. Fabiański,English Premier League,Goalkeeper,36,82,82,43000.0,3400000.0,190,83
168435,S. Sirigu,Italian Serie A,Goalkeeper,34,82,82,20000.0,5000000.0,192,85
168651,I. Rakitić,Spain Primera Division,Midfielder,33,82,82,39000.0,18500000.0,184,78
173731,G. Bale,Spain Primera Division,Midfielder,31,82,82,170000.0,25000000.0,185,82
178005,Rui Patrício,Italian Serie A,Goalkeeper,33,82,82,51000.0,10000000.0,190,84
183512,Yuri Berchiche,Spain Primera Division,Defender,31,82,82,35000.0,22000000.0,181,80
187072,L. Stindl,German 1. Bundesliga,Midfielder,32,82,82,41000.0,24000000.0,181,80
188943,K. Trapp,German 1. Bundesliga,Goalkeeper,30,82,82,31000.0,20500000.0,189,88
189242,Coutinho,Spain Primera Division,Midfielder,29,82,82,165000.0,30000000.0,172,68
190460,C. Eriksen,Italian Serie A,Midfielder,29,82,82,120000.0,29500000.0,181,76
193105,A. Areola,English Premier League,Goalkeeper,28,82,84,75000.0,26000000.0,195,94
193301,A. Lacazette,English Premier League,Forward,30,82,82,110000.0,30000000.0,175,73
193474,I. Gueye,French Ligue 1,Midfielder,31,82,82,88000.0,21500000.0,174,66
193698,O. Baumann,German 1. Bundesliga,Goalkeeper,31,82,82,37000.0,16000000.0,187,82
194404,Neto,Spain Primera Division,Goalkeeper,31,82,82,115000.0,16000000.0,190,84
197781,Isco,Spain Primera Division,Midfielder,29,82,82,175000.0,30000000.0,176,79
198717,W. Zaha,English Premier League,Forward,28,82,82,85000.0,31000000.0,180,66
199110,L. Muriel,Italian Serie A,Forward,30,82,82,70000.0,30000000.0,179,79
199482,A. Lopes,French Ligue 1,Goalkeeper,30,82,83,60000.0,23000000.0,184,81
199823,Campaña,Spain Primera Division,Midfielder,28,82,82,43000.0,30500000.0,179,70
201305,Gabriel Paulista,Spain Primera Division,Defender,30,82,82,44000.0,25000000.0,185,72
201519,J. Veretout,Italian Serie A,Midfielder,28,82,83,66000.0,29500000.0,177,67
202651,Suso,Spain Primera Division,Midfielder,27,82,82,42000.0,32500000.0,176,70
203486,T. Hazard,German 1. Bundesliga,Midfielder,28,82,82,75000.0,30500000.0,175,71
205069,Juan Bernat,French Ligue 1,Defender,28,82,82,90000.0,27500000.0,170,67
205070,Portu,Spain Primera Division,Midfielder,29,82,82,51000.0,30000000.0,167,66
208128,H. Çalhanoğlu,Italian Serie A,Midfielder,27,82,83,115000.0,35000000.0,178,76
208333,E. Can,German 1. Bundesliga,Midfielder,27,82,83,72000.0,35000000.0,186,86
208421,Saúl,English Premier League,Midfielder,26,82,85,68000.0,39500000.0,184,75
208461,M. de Roon,Italian Serie A,Midfielder,30,82,82,59000.0,25500000.0,185,76
209981,Y. Bounou,Spain Primera Division,Goalkeeper,30,82,82,29000.0,20500000.0,192,78
210413,A. Romagnoli,Italian Serie A,Defender,26,82,83,49000.0,31500000.0,185,75
210935,D. Berardi,Italian Serie A,Midfielder,26,82,82,51000.0,33500000.0,183,72
211515,P. Gollini,English Premier League,Goalkeeper,26,82,87,48000.0,35000000.0,194,94
212190,N. Süle,German 1. Bundesliga,Defender,25,82,87,78000.0,40500000.0,195,99
212462,Alex Telles,English Premier League,Defender,28,82,82,130000.0,27500000.0,181,71
212616,R. De Paul,Spain Primera Division,Midfielder,27,82,83,68000.0,35000000.0,180,70
219693,Diego Carlos,Spain Primera Division,Defender,28,82,84,37000.0,30500000.0,185,86
220018,A. Rebić,Italian Serie A,Midfielder,27,82,82,54000.0,32500000.0,185,78
220440,C. Lenglet,Spain Primera Division,Defender,26,82,86,145000.0,37500000.0,186,81
220697,J. Maddison,English Premier League,Midfielder,24,82,85,100000.0,41500000.0,175,73
222077,M. Locatelli,Italian Serie A,Midfielder,23,82,87,74000.0,42000000.0,185,75
222665,M. Ødegaard,English Premier League,Midfielder,22,82,88,89000.0,49000000.0,178,68
224293,Rúben Neves,English Premier League,Midfielder,24,82,87,89000.0,46000000.0,180,80
224458,Diogo Jota,English Premier League,Midfielder,24,82,87,120000.0,46000000.0,178,73
225100,J. Gomez,English Premier League,Defender,24,82,88,100000.0,43500000.0,188,77
226271,Fabián,Italian Serie A,Midfielder,25,82,86,77000.0,42000000.0,189,70
227796,C. Pulisic,English Premier League,Midfielder,22,82,88,120000.0,49000000.0,177,69
229558,D. Upamecano,German 1. Bundesliga,Defender,22,82,90,70000.0,64000000.0,186,90
229668,Mario Hermoso,Spain Primera Division,Defender,26,82,85,62000.0,35500000.0,185,76
229906,L. Bailey,English Premier League,Midfielder,23,82,85,75000.0,41500000.0,178,77
229984,B. Chilwell,English Premier League,Defender,24,82,86,100000.0,40500000.0,178,77
230869,Unai Simón,Spain Primera Division,Goalkeeper,24,82,86,24000.0,34500000.0,190,89
231943,Richarlison,English Premier League,Forward,24,82,87,100000.0,46500000.0,181,71
232488,C. Romero,English Premier League,Defender,23,82,87,51000.0,41500000.0,185,79
233096,D. Dumfries,Italian Serie A,Defender,25,82,84,100000.0,35000000.0,188,80
233419,Raphinha,English Premier League,Midfielder,24,82,87,89000.0,46000000.0,176,68
233731,A. Isak,Spain Primera Division,Forward,21,82,86,37000.0,45000000.0,192,77
234378,D. Rice,English Premier League,Midfielder,22,82,87,69000.0,43000000.0,185,80
234396,A. Davies,German 1. Bundesliga,Defender,20,82,89,59000.0,57000000.0,183,75
234943,F. Neuhaus,German 1. Bundesliga,Midfielder,24,82,87,36000.0,46000000.0,185,74
235410,Y. En-Nesyri,Spain Primera Division,Forward,24,82,86,37000.0,44000000.0,188,78
235569,T. Ndombele,English Premier League,Midfielder,24,82,87,95000.0,46000000.0,179,76
236792,T. Souček,English Premier League,Midfielder,26,82,85,81000.0,36000000.0,192,86
240130,Éder Militão,Spain Primera Division,Defender,23,82,89,130000.0,56500000.0,186,78
241461,Ferran Torres,English Premier League,Midfielder,21,82,90,120000.0,68500000.0,184,77
241464,Pau Torres,Spain Primera Division,Defender,24,82,89,35000.0,56500000.0,191,80
244260,Dani Olmo,German 1. Bundesliga,Midfielder,23,82,87,78000.0,46000000.0,179,72
45186,Joaquín,Spain Primera Division,Midfielder,39,81,81,23000.0,8500000.0,179,75
124375,B. Yılmaz,French Ligue 1,Forward,35,81,81,39000.0,11000000.0,188,77
156519,H. Herrera,Spain Primera Division,Midfielder,31,81,81,63000.0,21000000.0,185,78
163489,A. Consigli,Italian Serie A,Goalkeeper,34,81,81,32000.0,4400000.0,189,82
163705,S. Mandanda,French Ligue 1,Goalkeeper,36,81,81,24000.0,2900000.0,185,82
171791,José Fonte,French Ligue 1,Defender,37,81,81,30000.0,4600000.0,191,84
176266,Lucas Leiva,Italian Serie A,Midfielder,34,81,81,64000.0,9000000.0,179,78
181458,I. Perišić,Italian Serie A,Midfielder,32,81,81,105000.0,20500000.0,186,80
181872,A. Vidal,Italian Serie A,Midfielder,34,81,81,105000.0,12000000.0,180,75
183574,M. Kruse,German 1. Bundesliga,Forward,33,81,81,45000.0,16500000.0,180,76
184200,M. Arnautović,Italian Serie A,Forward,32,81,81,48000.0,21000000.0,192,83
190674,B. André,French Ligue 1,Midfielder,30,81,81,43000.0,21500000.0,180,74
193283,T. Delaney,Spain Primera Division,Midfielder,29,81,81,34000.0,22000000.0,182,79
193314,Aitor,Spain Primera Division,Goalkeeper,30,81,81,28000.0,17000000.0,182,78
193983,A. Delort,French Ligue 1,Forward,29,81,81,49000.0,25500000.0,181,83
195365,K. Kampl,German 1. Bundesliga,Midfielder,30,81,81,83000.0,24500000.0,178,66
195859,D. Ings,English Premier League,Forward,28,81,81,90000.0,26500000.0,178,73
198710,J. Rodríguez,English Premier League,Midfielder,29,81,81,105000.0,25500000.0,180,75
199304,Danilo,Italian Serie A,Defender,29,81,81,83000.0,22500000.0,184,78
199564,Sergi Roberto,Spain Primera Division,Defender,29,81,81,140000.0,22500000.0,178,68
199987,J. Cillessen,Spain Primera Division,Goalkeeper,32,81,81,33000.0,13000000.0,185,83
200454,Paco Alcácer,Spain Primera Division,Forward,27,81,81,45000.0,28000000.0,175,70
200724,Nacho Fernández,Spain Primera Division,Defender,31,81,81,140000.0,17500000.0,180,76
200888,Danilo Pereira,French Ligue 1,Midfielder,29,81,81,85000.0,22000000.0,188,83
200949,Lucas Moura,English Premier League,Midfielder,28,81,81,105000.0,26000000.0,174,70
202695,J. Tarkowski,English Premier League,Defender,28,81,82,46000.0,24500000.0,188,81
203551,A. Florenzi,Italian Serie A,Defender,30,81,81,58000.0,22000000.0,173,67
204311,K. Zouma,English Premier League,Defender,26,81,84,75000.0,30000000.0,190,95
204525,Iñigo Martínez,Spain Primera Division,Defender,30,81,81,33000.0,21000000.0,182,77
204638,W. Orban,German 1. Bundesliga,Defender,28,81,82,79000.0,24500000.0,186,87
205175,A. Milik,French Ligue 1,Forward,27,81,82,81000.0,30000000.0,186,78
205569,J. Ward-Prowse,English Premier League,Midfielder,26,81,84,69000.0,33500000.0,173,66
205659,A. Cragno,Italian Serie A,Goalkeeper,27,81,83,32000.0,23500000.0,184,78
206511,M. Arnold,German 1. Bundesliga,Midfielder,27,81,82,66000.0,26500000.0,184,74
207439,L. Paredes,French Ligue 1,Midfielder,27,81,83,81000.0,28000000.0,180,75
208330,A. Januzaj,Spain Primera Division,Midfielder,26,81,81,45000.0,28000000.0,186,76
208448,E. Forsberg,German 1. Bundesliga,Midfielder,29,81,81,87000.0,25500000.0,177,76
208596,A. Belotti,Italian Serie A,Forward,27,81,82,61000.0,30000000.0,181,84
208618,Lucas Vázquez,Spain Primera Division,Midfielder,30,81,81,170000.0,25000000.0,173,70
209297,Fred,English Premier League,Midfielder,28,81,81,120000.0,22500000.0,169,62
210008,A. Rabiot,Italian Serie A,Midfielder,26,81,82,87000.0,30000000.0,192,80
210385,Rui Silva,Spain Primera Division,Goalkeeper,27,81,84,24000.0,25500000.0,191,91
210406,P. Zieliński,Italian Serie A,Midfielder,27,81,82,74000.0,29500000.0,180,75
210463,D. Machís,Spain Primera Division,Midfielder,28,81,81,34000.0,26000000.0,174,74
211300,A. Martial,English Premier League,Forward,25,81,84,130000.0,34500000.0,184,76
212194,J. Brandt,German 1. Bundesliga,Midfielder,25,81,85,64000.0,36000000.0,185,83
214979,J. Musso,Italian Serie A,Goalkeeper,27,81,83,44000.0,23500000.0,191,93
215330,J. Correa,Italian Serie A,Forward,26,81,82,76000.0,31000000.0,189,75
