sofifa_id,short_name,Positions,pca_comp_0,pca_comp_1,tsne_comp_0,tsne_comp_1,cluster_pca,cluster_tsne
210514,João Cancelo,Defender,-6.220639380609526,-0.1144995033420606,-44.394936,13.497062,2,0
212218,A. Laporte,Defender,-3.091344116543857,3.664973221537332,-33.20332,-39.963432,0,4
213345,K. Coman,Midfielder,-5.15115121648277,-4.779962071204945,-18.161785,40.12131,2,3
218667,Bernardo Silva,Midfielder,-5.873996558450604,-2.9189365929887785,-27.049978,35.583538,2,3
226161,Marcos Llorente,Midfielder,-6.474490286839452,0.0486131356546348,-47.907074,9.429961,0,0
231866,Rodri,Midfielder,-4.722157079522698,1.6438074929340782,-49.45065,3.159424,0,0
232363,M. Škriniar,Defender,-1.6674496543156674,4.573716609382696,-23.822666,-47.097984,3,4
143076,A. Gómez,Midfielder,-5.516426407691053,-4.588384163967473,-22.152605,36.26507,2,3
163587,K. Schmeichel,Goalkeeper,11.281278656935246,-2.3603729840210885,53.370472,-9.823203,1,2
164240,Thiago Silva,Defender,-3.3997834853394764,3.0492272133257075,-33.676476,-38.964928,0,4
168542,David Silva,Midfielder,-4.958489706693633,-3.175359325590704,-27.474302,28.905485,2,3
177683,Y. Sommer,Goalkeeper,11.508759359640516,-2.3890497766358707,52.729507,-9.109811,1,2
179813,E. Cavani,Forward,-4.88777597002448,-1.7792251352678068,-13.77011,50.537556,2,3
183277,E. Hazard,Midfielder,-5.645258628670187,-4.795471068467808,-21.837168,37.942112,2,3
184344,L. Bonucci,Defender,-3.772422884414594,3.218879186117088,-33.124794,-39.280228,0,4
185122,P. Gulácsi,Goalkeeper,12.346871382703576,-1.0415540400599397,59.234825,-14.285151,1,2
186942,İ. Gündoğan,Midfielder,-6.107955900369818,-1.1017790832591,-40.93929,20.170404,2,0
188350,M. Reus,Midfielder,-5.505459500255536,-3.7651398132562335,-23.837122,35.305042,2,3
188377,K. Walker,Defender,-5.23860014928079,1.4978756167777822,-42.13666,7.215223,0,0
188567,P. Aubameyang,Forward,-5.232294130918969,-4.090221335538557,-17.06795,44.720913,2,3
193747,Koke,Midfielder,-6.046877695455536,0.0353631208864778,-39.771114,14.426236,0,0
194765,A. Griezmann,Forward,-6.66516941153965,-2.7884520031758098,-21.264585,47.138107,2,3
198176,S. de Vrij,Defender,-2.0145475913423927,4.268344386441045,-26.434507,-41.97685,3,4
201942,Roberto Firmino,Forward,-6.483110127838777,-1.9636589785312724,-22.269674,46.626637,2,3
202556,M. Depay,Forward,-5.659194549188454,-4.240284235280744,-18.805084,45.465023,2,3
204963,Carvajal,Defender,-4.574415540533841,1.845419820947184,-49.62201,-4.503737,0,0
205498,Jorginho,Midfielder,-4.919768602717722,0.1029794066609782,-37.427357,12.160255,0,0
206113,S. Gnabry,Midfielder,-5.4721005733887615,-3.788965539616613,-21.918201,41.522423,2,3
223848,S. Milinković-Savić,Midfielder,-6.229005356348996,0.6484336940634161,-48.766518,6.690302,0,0
226790,W. Ndidi,Midfielder,-4.503592444323401,2.3883934174012382,-48.7357,1.9055048,0,0
230142,Oyarzabal,Midfielder,-5.102414724012462,-3.831493636776605,-19.227055,40.08638,2,3
231478,L. Martínez,Forward,-5.97677629289955,-2.197147295611329,-19.908855,48.47586,2,3
231677,M. Rashford,Midfielder,-6.15498550834698,-3.500015401555055,-19.024525,45.596172,2,3
235212,A. Hakimi,Defender,-5.893672507856022,0.2397020954044527,-46.82142,11.213386,0,0
235243,M. de Ligt,Defender,-2.918269471070385,3.556929615062917,-30.50134,-43.899525,0,4
41236,Z. Ibrahimović,Forward,-4.942684980304385,-3.542603609498488,-11.537663,48.784916,2,3
146536,Jesús Navas,Defender,-5.600155276603961,-0.383887800168463,-42.74729,11.585978,2,0
152729,Piqué,Defender,-2.80592209149528,3.214393730164792,-34.9594,-39.48401,0,4
175943,D. Mertens,Forward,-5.120715949382919,-5.18588471674042,-22.022902,36.125748,2,3
181291,G. Wijnaldum,Midfielder,-6.607030578999567,-0.1463905553214896,-42.562084,15.791309,2,0
183711,J. Henderson,Midfielder,-5.495946967335512,0.911347007725263,-45.600925,5.017614,0,0
184134,Fernando,Midfielder,-4.278966876133574,2.450406693195561,-44.662567,0.5686556,0,0
186345,K. Trippier,Defender,-5.286541334487982,0.6292125196346833,-41.912872,13.613042,0,0
192629,Iago Aspas,Forward,-5.120358798831032,-4.411606776625149,-15.890926,45.78401,2,3
193080,De Gea,Goalkeeper,10.81088626951858,-2.1324718524819075,53.442818,-9.412019,1,2
197445,D. Alaba,Defender,-6.029842330193399,0.5828891289788808,-42.078808,14.249792,0,0
198706,Luis Alberto,Midfielder,-4.466672927447596,-2.364371817263091,-28.326534,27.770836,2,3
199451,W. Ben Yedder,Forward,-5.979250561212933,-4.2630272863406535,-16.705774,46.66172,2,3
200458,L. Digne,Defender,-5.680654993431965,0.9339215800432846,-41.399605,7.5430384,0,0
200647,J. Iličić,Forward,-5.465698653922989,-4.654859269810893,-22.209679,31.127987,2,3
202811,E. Martínez,Goalkeeper,10.712296070242669,-2.660373535088207,52.118652,-8.372872,1,2
203263,H. Maguire,Defender,-2.474163173900939,4.054821393384825,-34.557198,-40.198456,0,4
204639,S. Savić,Defender,-0.0982949303852527,5.296992776518907,-19.392157,-47.755295,3,4
204923,M. Sabitzer,Midfielder,-5.899962529069785,-1.2927096252518089,-41.981743,18.293339,2,0
205988,L. Shaw,Defender,-4.762032116012477,1.957842012450232,-49.891697,-4.225578,0,0
206517,J. Grealish,Midfielder,-4.992811425557089,-3.4556631219804985,-27.526228,34.99113,2,3
207862,M. Ginter,Defender,-2.776709623937852,3.297485985463659,-34.84666,-39.5529,0,4
207863,Felipe,Defender,-0.9970659743314572,4.949285618000516,-19.336143,-47.658722,3,4
208418,Y. Carrasco,Midfielder,-5.503169028253335,-3.6041796715403303,-20.400341,41.371178,2,3
208574,F. Kostić,Midfielder,-5.786147246796305,-0.7152001368790063,-40.569668,8.615003,2,0
208670,H. Ziyech,Midfielder,-5.475626035449127,-3.2249317114131664,-28.468859,34.636585,2,3
209889,R. Guerreiro,Defender,-5.839731160855864,-1.2998387177001511,-37.329765,20.343628,2,0
210243,Ricardo Pereira,Defender,-5.316713765781542,0.6323487649241343,-45.350338,11.150777,0,0
212188,T. Werner,Forward,-4.776284976233702,-3.853902590777884,-15.576521,51.236584,2,3
215698,M. Maignan,Goalkeeper,10.633633684903211,-1.9998985281336568,51.598217,-9.219143,1,2
216352,M. Brozović,Midfielder,-5.740650338652513,0.370367867787416,-39.970276,13.87603,0,0
216393,Y. Tielemans,Midfielder,-6.007745129619558,-1.092490838116536,-41.499474,20.78512,2,0
216460,J. Giménez,Defender,-0.9891669065483052,4.799290659559763,-29.53332,-44.107445,3,4
216594,N. Fekir,Midfielder,-5.759724561391763,-3.824060759059701,-21.25079,42.40926,2,3
222492,L. Sané,Midfielder,-5.292039018455638,-3.9374079247581344,-14.487034,40.978207,2,3
224232,N. Barella,Midfielder,-6.0881255073457305,-0.0746049043819753,-41.526196,16.203777,0,0
224334,M. Acuña,Defender,-6.561413624821005,-0.152196376746536,-39.36956,16.434511,2,0
228941,André Silva,Forward,-4.9672744444421575,-2.406290144796545,-13.666939,52.429516,2,3
230938,F. Kessié,Midfielder,-5.66703018846076,1.0157831248800733,-49.2737,8.152213,0,0
232656,T. Hernández,Defender,-5.794981873739864,0.5455241887161764,-47.029617,10.58713,0,0
235790,K. Havertz,Midfielder,-5.15036157468891,-3.1754094981290804,-18.08736,43.687645,2,3
237692,P. Foden,Midfielder,-5.258251051518054,-2.971133407562732,-27.11732,35.702366,2,3
135507,Fernandinho,Midfielder,-4.804817097990115,1.4064767744978033,-49.378494,4.80435,0,0
177413,A. Witsel,Midfielder,-5.661832672736961,1.0065498152321606,-49.052444,5.4768662,0,0
178750,Sergio Asenjo,Goalkeeper,11.545281493217296,-2.2182163707589195,55.05908,-10.135503,1,2
179645,S. Kjær,Defender,-1.9499644315031608,3.5206822261930752,-31.796303,-43.023773,0,4
180930,E. Džeko,Forward,-3.8612470046894174,-2.3123643394161064,-9.451802,51.447243,2,3
183907,J. Boateng,Defender,-2.8700211582471065,3.283535905769903,-31.041227,-39.440517,0,4
184432,Azpilicueta,Defender,-3.918919797602888,2.55675785599142,-32.02093,-35.527107,0,4
189575,Muniain,Midfielder,-5.280174262992164,-3.0589349372607764,-25.670717,36.0945,2,3
190286,Canales,Midfielder,-5.888571624015251,-2.0302137286171926,-37.06677,18.307827,2,0
190941,L. Hrádecký,Goalkeeper,12.738713164859188,-1.8279576830527735,59.436085,-9.517023,1,2
191043,Alex Sandro,Defender,-5.214922510288648,1.0259823954103011,-42.917362,6.232118,0,0
192563,B. Leno,Goalkeeper,11.527760235698672,-1.549913262822756,54.00563,-9.188869,1,2
192774,K. Manolas,Defender,0.2361603690191034,6.023569367410671,-22.444052,-47.918636,3,4
192883,H. Mkhitaryan,Forward,-6.082644204498877,-2.525938288532068,-23.124151,44.507065,2,3
193082,J. Cuadrado,Defender,-6.481662787801909,-0.5891177700584971,-43.73788,12.398937,2,0
197061,J. Matip,Defender,-1.7076947315765745,4.220089433616213,-25.81712,-45.125652,3,4
199845,F. Acerbi,Defender,-2.2017062314152347,3.9426116053063303,-34.3694,-42.098278,0,4
199914,Allan,Midfielder,-5.320839046719997,0.9283544074682244,-43.004234,9.902907,0,0
200610,K. Volland,Forward,-5.650411347705669,-2.631329165751575,-13.6223345,48.91175,2,3
201153,Morata,Forward,-4.477785544278766,-3.0305924937377964,-6.8526926,51.50107,2,3
201399,M. Icardi,Forward,-3.74550900511873,-3.176378147863661,-5.6513224,51.253513,2,3
202884,L. Spinazzola,Defender,-4.71724132783658,0.2861679939302277,-47.339867,12.390378,0,0
203574,J. Stones,Defender,-3.1639857831508507,3.17527691191564,-28.74706,-39.5874,0,4
203841,N. Pope,Goalkeeper,12.24191057920396,-1.4987807226152032,58.66306,-11.10823,1,2
204838,R. Jiménez,Forward,-5.019785130174188,-2.000544010171934,-13.208412,50.443512,2,3
204935,J. Pickford,Goalkeeper,10.156605464379677,-2.32973814078445,51.97278,-8.145526,1,2
205452,A. Rüdiger,Defender,-1.928613990491981,4.242746907564432,-29.623735,-43.483505,3,4
205632,L. Ocampos,Midfielder,-6.120619032982036,-1.0171479662694425,-43.94192,18.599392,2,0
207410,M. Kovačić,Midfielder,-5.647191806993228,-0.8357397868410062,-32.99327,19.899897,2,0
209989,T. Partey,Midfielder,-5.185135357078356,1.6172670163848777,-45.456097,2.506573,0,0
211688,Gayà,Defender,-4.839132886428242,0.616986830069907,-41.68372,10.641447,0,0
213565,T. Lemar,Midfielder,-5.550040632318697,-2.3760195934287163,-25.906883,36.10684,2,3
213648,P. Højbjerg,Midfielder,-4.591856583739079,1.3729879531077536,-49.49392,3.330154,0,0
214997,Á. Correa,Forward,-5.731490215760685,-3.141708454005752,-22.903496,41.636364,2,3
215333,D. Zapata,Forward,-3.6641216219918378,-2.386172497060187,-2.8781018,53.263054,2,3
216354,A. Kramarić,Forward,-5.117854043360007,-4.530748672631303,-15.801719,46.9781,2,3
220651,Angeliño,Defender,-5.814966284970341,-0.2749411088436547,-43.09534,12.680765,2,0
220814,L. Hernández,Defender,-3.267172264356962,3.139599064496519,-28.711973,-37.02573,0,4
220834,Marco Asensio,Midfielder,-4.911259572805448,-3.642970798025108,-19.763012,38.446384,2,3
223689,W. Weghorst,Forward,-2.806881865854366,-0.3275851041788916,10.078995,52.193157,0,3
223697,R. Gosens,Defender,-5.154366030908791,1.1156442989432502,-43.829582,5.938582,0,0
225193,Merino,Midfielder,-5.852700718575132,0.8824510970446682,-45.716305,4.9802485,0,0
225850,P. Kimpembe,Defender,-2.847412817784678,3.775905707672148,-27.077675,-40.47654,0,4
228618,F. Mendy,Defender,-5.493976302694223,0.9861973072654288,-47.70062,11.869622,0,0
229880,A. Wan-Bissaka,Defender,-3.9723909069102015,1.7653479779506829,-50.71209,-5.954304,0,0
230658,Arthur,Midfielder,-5.491161243286199,-0.5252388783867062,-39.055363,18.737194,2,0
230666,Gabriel Jesus,Forward,-5.24514418510173,-3.3827316248606034,-15.372887,43.309696,2,3
231443,O. Dembélé,Midfielder,-5.1177394233951805,-4.941860076525002,-21.41263,37.39395,2,3
233064,M. Mount,Midfielder,-5.278422120838311,-2.58089936804146,-25.627842,33.86284,2,3
234642,É. Mendy,Goalkeeper,12.858727328238032,-1.6149810510662854,63.15781,-14.371001,1,2
235805,F. Chiesa,Midfielder,-5.540105952009891,-3.167045136470225,-22.742462,41.62839,2,3
239053,F. Valverde,Midfielder,-5.764532555843666,0.2987670447452298,-47.920135,9.48354,0,0
241486,J. Koundé,Defender,-2.471554451080511,3.7154971670253616,-25.731108,-40.64411,0,4
242444,João Félix,Forward,-5.2768498581605865,-3.8659248207043126,-18.457241,43.804085,2,3
157481,Raúl Albiol,Defender,-0.4925022780074689,4.659380061722375,-15.670551,-41.013325,3,4
164835,Ł. Fabiański,Goalkeeper,12.319434127348329,-1.9600135019618776,58.02124,-12.357068,1,2
168435,S. Sirigu,Goalkeeper,12.406998337635036,-1.871590268253495,58.00302,-12.434329,1,2
168651,I. Rakitić,Midfielder,-5.034720101750439,-0.7693634437768928,-40.09585,23.552193,2,0
173731,G. Bale,Midfielder,-5.782155212558798,-2.325643524726074,-12.700149,43.44943,2,3
178005,Rui Patrício,Goalkeeper,11.455153505633684,-2.0139655027874355,56.245678,-12.37744,1,2
183512,Yuri Berchiche,Defender,-5.176049249775826,1.1856785509682373,-42.82943,6.128893,0,0
187072,L. Stindl,Midfielder,-5.465810962845075,-1.8025059469646076,-42.605026,20.182127,2,0
188943,K. Trapp,Goalkeeper,12.48475710220798,-1.7496933761939066,58.44559,-10.530875,1,2
189242,Coutinho,Midfielder,-5.456500462100466,-3.6220325696658113,-24.468937,33.311646,2,3
190460,C. Eriksen,Midfielder,-4.818993796316514,-3.561813620907537,-24.600729,32.152523,2,3
193105,A. Areola,Goalkeeper,11.319220338361008,-2.2003198891669875,54.863655,-9.96511,1,2
193301,A. Lacazette,Forward,-5.101919237281138,-2.972109841918216,-13.658932,47.37276,2,3
193474,I. Gueye,Midfielder,-4.289406292121309,2.004256870761764,-43.767433,-0.73439294,0,0
193698,O. Baumann,Goalkeeper,12.616308396000491,-1.258849735891723,58.379044,-13.954398,1,2
194404,Neto,Goalkeeper,11.704103307054854,-1.7574156957095444,55.83274,-12.202658,1,2
197781,Isco,Midfielder,-4.739160627076944,-2.199321949118081,-27.646038,28.157673,2,3
198717,W. Zaha,Forward,-4.426557982151494,-3.683262041041895,-11.713246,38.918053,2,3
199110,L. Muriel,Forward,-4.987147565350013,-5.204445760343154,-16.261171,44.22363,2,3
199482,A. Lopes,Goalkeeper,11.478991354802236,-1.886288292217664,55.83083,-12.587885,1,2
199823,Campaña,Midfielder,-5.437739874435826,-0.7099575677106504,-37.77494,17.332664,2,0
201305,Gabriel Paulista,Defender,-2.4646139959831124,3.712820891609601,-29.92503,-35.931335,0,4
201519,J. Veretout,Midfielder,-5.637047906092003,0.3783479730637447,-40.741386,15.722264,0,0
202651,Suso,Midfielder,-4.115564145516827,-4.887571670667526,-19.511581,34.524387,2,3
203486,T. Hazard,Midfielder,-5.426989724916261,-3.0847096755919337,-23.934864,34.775024,2,3
205069,Juan Bernat,Defender,-4.955153563670752,0.0999059962016804,-43.478973,11.350243,0,0
205070,Portu,Midfielder,-5.434006506657716,-1.3469709332581536,-24.19371,43.96668,2,3
208128,H. Çalhanoğlu,Midfielder,-5.1691843297769,-2.8594716662204918,-25.310587,32.34703,2,3
208333,E. Can,Midfielder,-6.072172041269083,1.3223759149832286,-47.53779,6.2456985,0,0
208421,Saúl,Midfielder,-5.596204787141427,0.5250080366208995,-47.849934,5.5883107,0,0
208461,M. de Roon,Midfielder,-4.378015624648228,1.877806942111358,-46.384193,0.4043244,0,0
209981,Y. Bounou,Goalkeeper,12.217950797169422,-1.6731270854079814,62.936176,-14.452062,1,2
210413,A. Romagnoli,Defender,-0.8716803457412453,4.73260806556958,-19.43147,-45.925472,3,4
210935,D. Berardi,Midfielder,-5.292970515732715,-3.633477076551608,-13.426778,42.157684,2,3
211515,P. Gollini,Goalkeeper,12.21306681495753,-2.035541618201644,59.761513,-12.872761,1,2
212190,N. Süle,Defender,0.0420193513548751,4.643860985136006,-13.17264,-51.166206,3,4
212462,Alex Telles,Defender,-5.623196780906149,0.1406299209829165,-41.059307,7.718502,0,0
212616,R. De Paul,Midfielder,-5.59432678492381,-0.5838463860065025,-39.112865,16.946438,2,0
219693,Diego Carlos,Defender,-2.7713004364375435,3.114273570477935,-30.074749,-40.364716,0,4
220018,A. Rebić,Midfielder,-5.120022408532841,-2.5423481872540723,-12.9104185,48.40154,2,3
220440,C. Lenglet,Defender,-2.427627077529643,3.537587582693731,-28.580505,-39.907673,0,4
220697,J. Maddison,Midfielder,-5.145174122186659,-3.3732151720797963,-25.044214,33.366287,2,3
222077,M. Locatelli,Midfielder,-4.614724307551113,0.8680818478832186,-49.389637,3.3797767,0,0
222665,M. Ødegaard,Midfielder,-5.0891489829862415,-2.586577101386373,-28.5735,34.588898,2,3
224293,Rúben Neves,Midfielder,-5.291386049838608,-0.3302191021390419,-37.48413,13.549897,2,0
224458,Diogo Jota,Midfielder,-5.893307216654326,-2.151853603121963,-23.236723,45.341652,2,3
225100,J. Gomez,Defender,-1.600517415709436,4.198144945251241,-24.251377,-41.47981,3,4
226271,Fabián,Midfielder,-4.915585455396932,-0.3885199100074258,-35.921066,16.879293,0,0
227796,C. Pulisic,Midfielder,-4.058477633041443,-3.797793231948373,-15.884069,36.704098,2,3
229558,D. Upamecano,Defender,-1.8190071788170024,4.131203346997562,-25.122341,-41.174545,3,4
229668,Mario Hermoso,Defender,-3.3866821076342024,3.054424897576202,-29.256351,-36.58647,0,4
229906,L. Bailey,Midfielder,-4.692139346275579,-4.633319861233431,-16.588411,41.786125,2,3
229984,B. Chilwell,Defender,-4.099335660331235,1.6949912813081205,-49.139,-5.006828,0,0
230869,Unai Simón,Goalkeeper,12.293498818001842,-1.56733485575362,59.97744,-14.326349,1,2
231943,Richarlison,Forward,-5.629022737901945,-1.9148777377874808,-23.326225,45.73315,2,3
232488,C. Romero,Defender,-1.783797804863036,3.960226753760706,-24.177338,-46.95456,3,4
233096,D. Dumfries,Defender,-3.350903409256595,2.933606395494752,-27.961647,-37.2275,0,4
233419,Raphinha,Midfielder,-5.4927375849705165,-2.912763427613157,-20.677002,41.5779,2,3
233731,A. Isak,Forward,-4.158376389564342,-4.342250283112819,-7.4767494,49.760628,2,3
234378,D. Rice,Midfielder,-3.170424534302135,2.7636197166770398,-33.108776,-37.027336,0,4
234396,A. Davies,Defender,-5.2453483259517135,0.1396363138802332,-47.31012,12.183706,0,0
234943,F. Neuhaus,Midfielder,-4.208223965260668,-0.722389694862688,-34.526947,20.760027,2,0
235410,Y. En-Nesyri,Forward,-3.149453591970112,-2.2853133490584607,-2.3271933,53.379707,2,3
235569,T. Ndombele,Midfielder,-5.386507763007488,-0.7574369266712484,-38.50884,18.449589,2,0
236792,T. Souček,Midfielder,-4.579482857635047,2.097378322339976,-46.27723,0.44357556,0,0
240130,Éder Militão,Defender,-3.2578353341569075,3.0994007262087484,-28.43103,-37.473495,0,4
241461,Ferran Torres,Midfielder,-4.5673061433623685,-3.910218820994506,-17.910275,43.455883,2,3
241464,Pau Torres,Defender,-1.9485943563655503,3.999974718899829,-26.352154,-41.65837,3,4
244260,Dani Olmo,Midfielder,-4.6217845418368375,-3.2987053689318966,-25.043709,33.746655,2,3
45186,Joaquín,Midfielder,-4.056440979845768,-3.5921671035911245,-22.01402,28.87739,2,3
124375,B. Yılmaz,Forward,-3.936712892130565,-2.979004439256321,-11.248033,50.95716,2,3
156519,H. Herrera,Midfielder,-5.052099305988536,0.794779589357607,-47.56083,5.097051,0,0
163489,A. Consigli,Goalkeeper,12.540864137348418,-2.21060870038702,58.57038,-8.201062,1,2
163705,S. Mandanda,Goalkeeper,12.020660616223651,-1.7708082717853575,54.9457,-8.938894,1,2
171791,José Fonte,Defender,-0.309028485361824,4.534289564149892,-15.495864,-40.983868,3,4
176266,Lucas Leiva,Midfielder,-3.912067940512749,1.6505777525734784,-31.211504,-11.634938,0,0
181458,I. Perišić,Midfielder,-5.820085806320621,-1.5269029024921987,-24.56887,45.51701,2,3
181872,A. Vidal,Midfielder,-6.242835556985095,0.8869201270885465,-48.586727,5.544003,0,0
183574,M. Kruse,Forward,-4.665030499672356,-3.5966205017104897,-10.396273,47.078735,2,3
184200,M. Arnautović,Forward,-5.150120133132909,-2.543216725662905,-13.009948,48.292614,2,3
190674,B. André,Midfielder,-4.4188714029052925,2.129334588991373,-46.056366,0.22430623,0,0
193283,T. Delaney,Midfielder,-4.940682612282549,1.658984831636467,-47.053715,5.7774444,0,0
193314,Aitor,Goalkeeper,11.600785227361866,-2.449876173292705,57.0538,-8.391621,1,2
193983,A. Delort,Forward,-4.6425204338150206,-2.620454028684897,-6.9989123,52.755753,2,3
195365,K. Kampl,Midfielder,-4.641948358255156,-1.4690584680998369,-30.764288,21.554502,2,0
195859,D. Ings,Forward,-4.65242937014507,-2.8481917034799675,-14.273476,48.281563,2,3
198710,J. Rodríguez,Midfielder,-4.896334960769712,-3.390027404459465,-22.448595,28.790056,2,3
199304,Danilo,Defender,-4.617823115060896,1.4004215458939882,-47.464172,3.6018975,0,0
199564,Sergi Roberto,Defender,-4.316288676192923,0.3733879457886361,-40.773735,10.732895,0,0
