sofifa_id,short_name,Positions,pca_comp_0,pca_comp_1,tsne_comp_0,tsne_comp_1
198706,Luis Alberto,Midfielder,-4.466672927447602,-2.3643718173825117,-28.326534,27.770836
199451,W. Ben Yedder,Forward,-5.979250561212961,-4.263027286034281,-16.705774,46.66172
200458,L. Digne,Defender,-5.68065499343197,0.9339215800151504,-41.399605,7.5430384
200647,J. Iličić,Forward,-5.465698653923019,-4.654859269389802,-22.209679,31.127987
202811,E. Martínez,Goalkeeper,10.712296070242687,-2.660373535445792,52.118652,-8.372872
203263,H. Maguire,Defender,-2.4741631739009247,4.054821392920463,-34.557198,-40.198456
204639,S. Savić,Defender,-0.09829493038523908,5.29699277600434,-19.392157,-47.755295
204923,M. Sabitzer,Midfielder,-5.899962529069802,-1.292709625182781,-41.981743,18.293339
205988,L. Shaw,Defender,-4.76203211601248,1.957842012366472,-49.891697,-4.225578
206517,J. Grealish,Midfielder,-4.9928114255571066,-3.4556631218172567,-27.526228,34.99113
207862,M. Ginter,Defender,-2.7767096239378346,3.297485984864877,-34.84666,-39.5529
207863,Felipe,Defender,-0.997065974331455,4.94928561804616,-19.336143,-47.658722
208418,Y. Carrasco,Midfielder,-5.503169028253351,-3.6041796714873597,-20.400341,41.371178
208574,F. Kostić,Midfielder,-5.786147246796318,-0.7152001367857282,-40.569668,8.615003
208670,H. Ziyech,Midfielder,-5.475626035449156,-3.224931711022838,-28.468859,34.636585
209889,R. Guerreiro,Defender,-5.839731160855878,-1.299838717771408,-37.329765,20.343628
210243,Ricardo Pereira,Defender,-5.316713765781545,0.6323487647353967,-45.350338,11.150777
212188,T. Werner,Forward,-4.776284976233709,-3.853902590956043,-15.576521,51.236584
215698,M. Maignan,Goalkeeper,10.633633684903229,-1.999898528466914,51.598217,-9.219143
216352,M. Brozović,Midfielder,-5.7406503386525305,0.3703678681112743,-39.970276,13.87603
216393,Y. Tielemans,Midfielder,-6.007745129619572,-1.0924908379096712,-41.499474,20.78512
216460,J. Giménez,Defender,-0.9891669065482999,4.799290659134782,-29.53332,-44.107445
216594,N. Fekir,Midfielder,-5.759724561391798,-3.8240607584302913,-21.25079,42.40926
222492,L. Sané,Midfielder,-5.292039018455658,-3.9374079246833826,-14.487034,40.978207
224232,N. Barella,Midfielder,-6.0881255073457465,-0.07460490388589797,-41.526196,16.203777
224334,M. Acuña,Defender,-6.561413624821039,-0.15219637590312657,-39.36956,16.434511
228941,André Silva,Forward,-4.967274444442178,-2.4062901445527096,-13.666939,52.429516
230938,F. Kessié,Midfielder,-5.667030188460781,1.0157831252720197,-49.2737,8.152213
232656,T. Hernández,Defender,-5.794981873739872,0.5455241887573556,-47.029617,10.58713
235790,K. Havertz,Midfielder,-5.150361574688915,-3.1754094984051022,-18.08736,43.687645
237692,P. Foden,Midfielder,-5.258251051518075,-2.97113340756204,-27.11732,35.702366
135507,Fernandinho,Midfielder,-4.804817097990129,1.4064767746134759,-49.378494,4.80435
177413,A. Witsel,Midfielder,-5.661832672736977,1.0065498155170562,-49.052444,5.4768662
178750,Sergio Asenjo,Goalkeeper,11.545281493217317,-2.2182163707432547,55.05908,-10.135503
179645,S. Kjær,Defender,-1.9499644315031608,3.520682226022162,-31.796303,-43.023773
180930,E. Džeko,Forward,-3.8612470046894156,-2.312364339925455,-9.451802,51.447243
183907,J. Boateng,Defender,-2.870021158247087,3.2835359045778034,-31.041227,-39.440517
184432,Azpilicueta,Defender,-3.918919797602881,2.5567578557347246,-32.02093,-35.527107
189575,Muniain,Midfielder,-5.280174262992182,-3.0589349371019603,-25.670717,36.0945
190286,Canales,Midfielder,-5.888571624015271,-2.0302137282766046,-37.06677,18.307827
190941,L. Hrádecký,Goalkeeper,12.738713164859213,-1.827957683163224,59.436085,-9.517023
191043,Alex Sandro,Defender,-5.214922510288657,1.0259823953821108,-42.917362,6.232118
192563,B. Leno,Goalkeeper,11.5277602356987,-1.549913263302295,54.00563,-9.188869
192774,K. Manolas,Defender,0.23616036901910328,6.023569367325906,-22.444052,-47.918636
192883,H. Mkhitaryan,Forward,-6.082644204498893,-2.5259382883490016,-23.124151,44.507065
193082,J. Cuadrado,Defender,-6.481662787801938,-0.5891177696386104,-43.73788,12.398937
197061,J. Matip,Defender,-1.7076947315765523,4.22008943276588,-25.81712,-45.125652
199845,F. Acerbi,Defender,-2.2017062314152365,3.9426116053484734,-34.3694,-42.098278
199914,Allan,Midfielder,-5.320839046720022,0.9283544080047843,-43.004234,9.902907
200610,K. Volland,Forward,-5.650411347705689,-2.6313291653148507,-13.6223345,48.91175
201153,Morata,Forward,-4.477785544278766,-3.0305924942221654,-6.8526926,51.50107
201399,M. Icardi,Forward,-3.745509005118739,-3.1763781480295257,-5.6513224,51.253513
202884,L. Spinazzola,Defender,-4.717241327836581,0.28616799378078994,-47.339867,12.390378
203574,J. Stones,Defender,-3.163985783150843,3.175276911675822,-28.74706,-39.5874
203841,N. Pope,Goalkeeper,12.241910579203976,-1.49878072256248,58.66306,-11.10823
204838,R. Jiménez,Forward,-5.019785130174195,-2.0005440102498384,-13.208412,50.443512
204935,J. Pickford,Goalkeeper,10.156605464379693,-2.3297381409409503,51.97278,-8.145526
205452,A. Rüdiger,Defender,-1.9286139904919721,4.242746907094534,-29.623735,-43.483505
205632,L. Ocampos,Midfielder,-6.120619032982051,-1.0171479660308187,-43.94192,18.599392
207410,M. Kovačić,Midfielder,-5.647191806993248,-0.8357397865360088,-32.99327,19.899897
209989,T. Partey,Midfielder,-5.185135357078351,1.6172670158930005,-45.456097,2.506573
211688,Gayà,Defender,-4.8391328864282555,0.6169868304053262,-41.68372,10.641447
213565,T. Lemar,Midfielder,-5.550040632318709,-2.3760195933493193,-25.906883,36.10684
213648,P. Højbjerg,Midfielder,-4.591856583739094,1.3729879534237008,-49.49392,3.330154
214997,Á. Correa,Forward,-5.7314902157607115,-3.141708453622509,-22.903496,41.636364
215333,D. Zapata,Forward,-3.6641216219918538,-2.3861724969384173,-2.8781018,53.263054
216354,A. Kramarić,Forward,-5.117854043360038,-4.5307486719642736,-15.801719,46.9781
220651,Angeliño,Defender,-5.814966284970359,-0.2749411085955516,-43.09534,12.680765
220814,L. Hernández,Defender,-3.267172264356955,3.1395990641624762,-28.711973,-37.02573
220834,Marco Asensio,Midfielder,-4.9112595728054576,-3.6429707982543067,-19.763012,38.446384
223689,W. Weghorst,Forward,-2.8068818658543693,-0.3275851043394388,10.078995,52.193157
223697,R. Gosens,Defender,-5.154366030908791,1.1156442986241242,-43.829582,5.938582
225193,Merino,Midfielder,-5.852700718575133,0.8824510968781849,-45.716305,4.9802485
225850,P. Kimpembe,Defender,-2.8474128177846745,3.775905707355171,-27.077675,-40.47654
228618,F. Mendy,Defender,-5.493976302694234,0.9861973073660105,-47.70062,11.869622
229880,A. Wan-Bissaka,Defender,-3.9723909069102206,1.7653479784368888,-50.71209,-5.954304
230658,Arthur,Midfielder,-5.49116124328622,-0.5252388780534375,-39.055363,18.737194
230666,Gabriel Jesus,Forward,-5.245144185101755,-3.3827316245574997,-15.372887,43.309696
231443,O. Dembélé,Midfielder,-5.117739423395205,-4.94186007648456,-21.41263,37.39395
233064,M. Mount,Midfielder,-5.278422120838319,-2.580899368200388,-25.627842,33.86284
234642,É. Mendy,Goalkeeper,12.858727328238055,-1.614981051199144,63.15781,-14.371001
235805,F. Chiesa,Midfielder,-5.540105952009921,-3.16704513619035,-22.742462,41.62839
239053,F. Valverde,Midfielder,-5.764532555843675,0.298767044635558,-47.920135,9.48354
241486,J. Koundé,Defender,-2.4715544510805034,3.7154971666278724,-25.731108,-40.64411
242444,João Félix,Forward,-5.276849858160614,-3.8659248202081,-18.457241,43.804085
157481,Raúl Albiol,Defender,-0.4925022780074647,4.659380061471331,-15.670551,-41.013325
164835,Ł. Fabiański,Goalkeeper,12.319434127348343,-1.9600135019267624,58.02124,-12.357068
168435,S. Sirigu,Goalkeeper,12.406998337635049,-1.8715902680456007,58.00302,-12.434329
168651,I. Rakitić,Midfielder,-5.034720101750444,-0.7693634438090434,-40.09585,23.552193
173731,G. Bale,Midfielder,-5.782155212558803,-2.3256435251043452,-12.700149,43.44943
178005,Rui Patrício,Goalkeeper,11.455153505633698,-2.0139655025653806,56.245678,-12.37744
183512,Yuri Berchiche,Defender,-5.176049249775837,1.1856785509550891,-42.82943,6.128893
187072,L. Stindl,Midfielder,-5.465810962845098,-1.8025059465572268,-42.605026,20.182127
188943,K. Trapp,Goalkeeper,12.484757102208,-1.7496933759862003,58.44559,-10.530875
189242,Coutinho,Midfielder,-5.456500462100501,-3.6220325689967665,-24.468937,33.311646
190460,C. Eriksen,Midfielder,-4.81899379631652,-3.5618136212767633,-24.600729,32.152523
193105,A. Areola,Goalkeeper,11.319220338361015,-2.20031988909531,54.863655,-9.96511
193301,A. Lacazette,Forward,-5.101919237281165,-2.9721098415952936,-13.658932,47.37276
193474,I. Gueye,Midfielder,-4.289406292121321,2.004256870959755,-43.767433,-0.73439294
193698,O. Baumann,Goalkeeper,12.616308396000505,-1.2588497357755224,58.379044,-13.954398
194404,Neto,Goalkeeper,11.704103307054874,-1.7574156958310767,55.83274,-12.202658
197781,Isco,Midfielder,-4.739160627076964,-2.199321948906022,-27.646038,28.157673
198717,W. Zaha,Forward,-4.42655798215153,-3.6832620404439287,-11.713246,38.918053
199110,L. Muriel,Forward,-4.987147565350036,-5.204445760000018,-16.261171,44.22363
199482,A. Lopes,Goalkeeper,11.47899135480224,-1.886288292047901,55.83083,-12.587885
199823,Campaña,Midfielder,-5.43773987443584,-0.7099575673923223,-37.77494,17.332664
201305,Gabriel Paulista,Defender,-2.464613995983105,3.712820891515459,-29.92503,-35.931335
201519,J. Veretout,Midfielder,-5.637047906092029,0.37834797346486415,-40.741386,15.722264
202651,Suso,Midfielder,-4.115564145516838,-4.887571670806108,-19.511581,34.524387
203486,T. Hazard,Midfielder,-5.426989724916286,-3.084709675087107,-23.934864,34.775024
205069,Juan Bernat,Defender,-4.9551535636707635,0.09990599629330978,-43.478973,11.350243
205070,Portu,Midfielder,-5.434006506657721,-1.346970933435463,-24.19371,43.96668
208128,H. Çalhanoğlu,Midfielder,-5.169184329776914,-2.85947166613822,-25.310587,32.34703
208333,E. Can,Midfielder,-6.072172041269086,1.3223759148950354,-47.53779,6.2456985
208421,Saúl,Midfielder,-5.59620478714143,0.5250080364052118,-47.849934,5.5883107
208461,M. de Roon,Midfielder,-4.378015624648238,1.8778069424532293,-46.384193,0.4043244
209981,Y. Bounou,Goalkeeper,12.217950797169456,-1.673127085532982,62.936176,-14.452062
210413,A. Romagnoli,Defender,-0.8716803457412382,4.732608065067392,-19.43147,-45.925472
210935,D. Berardi,Midfielder,-5.292970515732739,-3.6334770763717135,-13.426778,42.157684
211515,P. Gollini,Goalkeeper,12.213066814957545,-2.035541617784464,59.761513,-12.872761
212190,N. Süle,Defender,0.042019351354881565,4.643860984547375,-13.17264,-51.166206
212462,Alex Telles,Defender,-5.623196780906152,0.140629920715591,-41.059307,7.718502
212616,R. De Paul,Midfielder,-5.594326784923832,-0.5838463855039688,-39.112865,16.946438
219693,Diego Carlos,Defender,-2.7713004364375546,3.1142735705648557,-30.074749,-40.364716
220018,A. Rebić,Midfielder,-5.12002240853286,-2.5423481869953566,-12.9104185,48.40154
220440,C. Lenglet,Defender,-2.4276270775296274,3.537587582184481,-28.580505,-39.907673
220697,J. Maddison,Midfielder,-5.145174122186681,-3.373215171849512,-25.044214,33.366287
222077,M. Locatelli,Midfielder,-4.614724307551118,0.8680818479303052,-49.389637,3.3797767
222665,M. Ødegaard,Midfielder,-5.089148982986273,-2.5865771007344645,-28.5735,34.588898
224293,Rúben Neves,Midfielder,-5.291386049838623,-0.3302191018422743,-37.48413,13.549897
224458,Diogo Jota,Midfielder,-5.893307216654352,-2.1518536027596467,-23.236723,45.341652
225100,J. Gomez,Defender,-1.6005174157094317,4.198144945192589,-24.251377,-41.47981
226271,Fabián,Midfielder,-4.915585455396943,-0.3885199097118728,-35.921066,16.879293
227796,C. Pulisic,Midfielder,-4.058477633041454,-3.7977932319892367,-15.884069,36.704098
229558,D. Upamecano,Defender,-1.8190071788169968,4.131203346550978,-25.122341,-41.174545
229668,Mario Hermoso,Defender,-3.3866821076341926,3.0544248972126793,-29.256351,-36.58647
229906,L. Bailey,Midfielder,-4.692139346275591,-4.633319861137826,-16.588411,41.786125
229984,B. Chilwell,Defender,-4.099335660331233,1.6949912813310801,-49.139,-5.006828
230869,Unai Simón,Goalkeeper,12.293498818001865,-1.5673348554460338,59.97744,-14.326349
231943,Richarlison,Forward,-5.629022737901971,-1.9148777373155952,-23.326225,45.73315
232488,C. Romero,Defender,-1.7837978048630598,3.960226754664644,-24.177338,-46.95456
233096,D. Dumfries,Defender,-3.3509034092565817,2.9336063952385985,-27.961647,-37.2275
233419,Raphinha,Midfielder,-5.492737584970542,-2.912763427152908,-20.677002,41.5779
233731,A. Isak,Forward,-4.15837638956436,-4.342250283070602,-7.4767494,49.760628
234378,D. Rice,Midfielder,-3.1704245343021302,2.7636197165003367,-33.108776,-37.027336
234396,A. Davies,Defender,-5.245348325951736,0.1396363142083145,-47.31012,12.183706
234943,F. Neuhaus,Midfielder,-4.208223965260672,-0.722389695163006,-34.526947,20.760027
235410,Y. En-Nesyri,Forward,-3.1494535919701176,-2.2853133492669806,-2.3271933,53.379707
235569,T. Ndombele,Midfielder,-5.386507763007513,-0.7574369263376708,-38.50884,18.449589
236792,T. Souček,Midfielder,-4.579482857635047,2.0973783224423768,-46.27723,0.44357556
240130,Éder Militão,Defender,-3.2578353341568973,3.099400725993072,-28.43103,-37.473495
241461,Ferran Torres,Midfielder,-4.567306143362372,-3.9102188212464166,-17.910275,43.455883
241464,Pau Torres,Defender,-1.9485943563655366,3.999974718404836,-26.352154,-41.65837
244260,Dani Olmo,Midfielder,-4.621784541836858,-3.2987053685921763,-25.043709,33.746655
45186,Joaquín,Midfielder,-4.056440979845772,-3.592167104095046,-22.01402,28.87739
124375,B. Yılmaz,Forward,-3.9367128921305743,-2.979004439283768,-11.248033,50.95716
156519,H. Herrera,Midfielder,-5.052099305988544,0.7947795896088643,-47.56083,5.097051
163489,A. Consigli,Goalkeeper,12.540864137348454,-2.2106087006550177,58.57038,-8.201062
163705,S. Mandanda,Goalkeeper,12.020660616223678,-1.7708082723405703,54.9457,-8.938894
171791,José Fonte,Defender,-0.3090284853618153,4.5342895639967775,-15.495864,-40.983868
176266,Lucas Leiva,Midfielder,-3.912067940512755,1.6505777524661198,-31.211504,-11.634938
181458,I. Perišić,Midfielder,-5.8200858063206375,-1.526902902368315,-24.56887,45.51701
181872,A. Vidal,Midfielder,-6.242835556985113,0.8869201272941931,-48.586727,5.544003
183574,M. Kruse,Forward,-4.665030499672371,-3.5966205017151487,-10.396273,47.078735
184200,M. Arnautović,Forward,-5.150120133132932,-2.543216725259835,-13.009948,48.292614
190674,B. André,Midfielder,-4.418871402905302,2.1293345891954565,-46.056366,0.22430623
193283,T. Delaney,Midfielder,-4.940682612282548,1.6589848313374478,-47.053715,5.7774444
193314,Aitor,Goalkeeper,11.600785227361905,-2.449876173714724,57.0538,-8.391621
193983,A. Delort,Forward,-4.642520433815034,-2.620454028558446,-6.9989123,52.755753
195365,K. Kampl,Midfielder,-4.641948358255161,-1.4690584680877463,-30.764288,21.554502
195859,D. Ings,Forward,-4.65242937014508,-2.8481917035631166,-14.273476,48.281563
198710,J. Rodríguez,Midfielder,-4.896334960769733,-3.3900274044142633,-22.448595,28.790056
199304,Danilo,Defender,-4.617823115060902,1.4004215459079057,-47.464172,3.6018975
199564,Sergi Roberto,Defender,-4.316288676192928,0.37338794604177433,-40.773735,10.732895
199987,J. Cillessen,Goalkeeper,11.631890137713633,-2.0782033390805466,54.57463,-9.015448
200454,Paco Alcácer,Forward,-4.153446962728733,-4.244794415240952,-14.79963,46.47113
200724,Nacho Fernández,Defender,-2.0691950589117196,3.6604802963273677,-24.376902,-39.29162
200888,Danilo Pereira,Midfielder,-3.5328630221148694,2.3889590864091224,-43.071583,-3.4375744
200949,Lucas Moura,Midfielder,-5.231792450110201,-3.1340565007809973,-13.40518,44.70512
202695,J. Tarkowski,Defender,-1.809646354957838,3.865680662027612,-30.916183,-41.59165
203551,A. Florenzi,Defender,-5.565695447497031,-0.8853265181708839,-30.147255,19.79665
204311,K. Zouma,Defender,-1.7335747811600386,3.7338177463684707,-31.542322,-42.773445
204525,Iñigo Martínez,Defender,-2.5219300548102854,3.117754985758982,-32.633625,-28.859377
204638,W. Orban,Defender,0.595178379367354,5.394199717418848,-11.589703,-49.005054
205175,A. Milik,Forward,-3.551671521705882,-2.918826795419329,2.8011649,53.327545
205569,J. Ward-Prowse,Midfielder,-4.806984764533714,-0.683818348251357,-37.60144,11.235254
205659,A. Cragno,Goalkeeper,12.41142328144701,-1.6592099563046139,59.481342,-9.3709755
206511,M. Arnold,Midfielder,-5.016352841506045,0.14612282960515396,-38.507698,8.038101
207439,L. Paredes,Midfielder,-5.598215412801537,0.20873259141082653,-38.01456,14.027185
208330,A. Januzaj,Midfielder,-3.765302443252117,-4.554364804038771,-18.628256,33.649483
208448,E. Forsberg,Midfielder,-3.9479171618742552,-3.884653089042648,-19.213383,33.333057
208596,A. Belotti,Forward,-3.891678705798765,-2.4109006423363146,-3.9640322,52.859898
208618,Lucas Vázquez,Midfielder,-5.378363668198648,-1.022608010410873,-31.87259,20.530207
209297,Fred,Midfielder,-5.326696404564229,-0.19386750838381736,-32.543175,20.728973
210008,A. Rabiot,Midfielder,-4.953479685498283,0.6624509559890428,-43.66287,3.2600784
210385,Rui Silva,Goalkeeper,12.668795770294887,-1.5856347263347033,63.243183,-12.268915
210406,P. Zieliński,Midfielder,-5.366875141428985,-1.7415311296617215,-32.37047,22.554173
210463,D. Machís,Midfielder,-4.8888153914897625,-3.6889179657836446,-13.836476,44.49373
211300,A. Martial,Forward,-4.671907972832345,-3.955734585942686,-16.581959,43.33094
