sofifa_id,short_name,value_eur,wage_eur,Positions,percentile,count,percentile_wage
231866,Rodri,81000000.0,175000.0,Midfielder,98.86,2,98.49
235805,F. Chiesa,80500000.0,74000.0,Midfielder,98.79,1,89.98
218667,Bernardo Silva,80000000.0,200000.0,Midfielder,98.76,1,99.06
199556,M. Verratti,79500000.0,155000.0,Midfielder,98.72,2,97.88
195864,P. Pogba,79500000.0,220000.0,Midfielder,98.72,2,99.29
231478,L. Martínez,78000000.0,145000.0,Forward,98.66,2,97.61
158023,L. Messi,78000000.0,320000.0,Midfielder,98.66,2,99.93
231677,M. Rashford,77500000.0,150000.0,Midfielder,98.59,2,97.78
230142,Oyarzabal,77500000.0,57000.0,Midfielder,98.59,2,85.01
212218,A. Laporte,77000000.0,185000.0,Defender,98.52,1,98.76
235243,M. de Ligt,75000000.0,81000.0,Defender,98.49,2,91.8
182521,T. Kroos,75000000.0,310000.0,Midfielder,98.49,2,99.9
232363,M. Škriniar,74000000.0,150000.0,Defender,98.42,1,97.78
209499,Fabinho,73500000.0,165000.0,Midfielder,98.39,1,98.12
210514,João Cancelo,71500000.0,185000.0,Defender,98.35,1,98.76
235212,A. Hakimi,69500000.0,100000.0,Defender,98.32,1,94.79
201535,R. Varane,68500000.0,180000.0,Defender,98.29,2,98.62
241461,Ferran Torres,68500000.0,120000.0,Midfielder,98.29,2,96.5
208093,Gerard Moreno,68000000.0,73000.0,Forward,98.22,1,89.65
192387,C. Immobile,67500000.0,125000.0,Forward,98.18,1,96.74
226790,W. Ndidi,66500000.0,120000.0,Midfielder,98.15,1,96.5
165153,K. Benzema,66000000.0,350000.0,Forward,98.12,3,100.0
223848,S. Milinković-Savić,66000000.0,100000.0,Midfielder,98.12,3,94.79
189596,T. Müller,66000000.0,140000.0,Midfielder,98.12,3,97.48
198219,L. Insigne,65500000.0,125000.0,Midfielder,98.02,2,96.74
204485,R. Mahrez,65500000.0,220000.0,Midfielder,98.02,2,99.29
189509,Thiago,65000000.0,180000.0,Midfielder,97.95,1,98.62
206113,S. Gnabry,64500000.0,110000.0,Midfielder,97.92,1,95.66
229558,D. Upamecano,64000000.0,70000.0,Defender,97.88,1,89.11
224232,N. Barella,63500000.0,120000.0,Midfielder,97.85,1,96.5
202556,M. Depay,63000000.0,220000.0,Forward,97.82,1,99.29
232656,T. Hernández,62500000.0,51000.0,Defender,97.78,1,82.49
233064,M. Mount,58500000.0,120000.0,Midfielder,97.75,1,96.5
247394,D. Kulusevski,58000000.0,72000.0,Midfielder,97.71,2,89.45
239053,F. Valverde,58000000.0,160000.0,Midfielder,97.71,2,98.02
216393,Y. Tielemans,57000000.0,125000.0,Midfielder,97.65,2,96.74
234396,A. Davies,57000000.0,59000.0,Defender,97.65,2,85.98
241464,Pau Torres,56500000.0,35000.0,Defender,97.58,3,71.19
212188,T. Werner,56500000.0,155000.0,Forward,97.58,3,97.88
240130,Éder Militão,56500000.0,130000.0,Defender,97.58,3,97.11
222492,L. Sané,56000000.0,105000.0,Midfielder,97.48,1,95.33
201024,K. Koulibaly,55500000.0,105000.0,Defender,97.45,1,95.33
231443,O. Dembélé,55000000.0,165000.0,Midfielder,97.41,1,98.12
251854,Pedri,54000000.0,51000.0,Midfielder,97.38,2,82.49
201942,Roberto Firmino,54000000.0,185000.0,Forward,97.38,2,98.76
189513,Parejo,53500000.0,64000.0,Midfielder,97.31,1,87.6
241486,J. Koundé,53000000.0,33000.0,Defender,97.28,2,69.31
194765,A. Griezmann,53000000.0,220000.0,Forward,97.28,2,99.29
241852,M. Diaby,52500000.0,52000.0,Midfielder,97.21,4,82.96
193747,Koke,52500000.0,90000.0,Midfielder,97.21,4,93.65
230666,Gabriel Jesus,52500000.0,150000.0,Forward,97.21,4,97.78
205498,Jorginho,52500000.0,170000.0,Midfielder,97.21,4,98.35
183277,E. Hazard,52000000.0,240000.0,Midfielder,97.08,3,99.46
192984,K. Casteels,52000000.0,88000.0,Goalkeeper,97.08,3,93.24
216460,J. Giménez,52000000.0,74000.0,Defender,97.08,3,89.98
186942,İ. Gündoğan,51500000.0,185000.0,Midfielder,96.97,2,98.76
234153,Carlos Soler,51500000.0,39000.0,Midfielder,96.97,2,74.18
228941,André Silva,51000000.0,110000.0,Forward,96.91,2,95.66
153079,S. Agüero,51000000.0,260000.0,Forward,96.91,2,99.63
206517,J. Grealish,50500000.0,180000.0,Midfielder,96.84,1,98.62
225193,Merino,50000000.0,47000.0,Midfielder,96.81,1,79.7
230938,F. Kessié,49500000.0,51000.0,Midfielder,96.77,3,82.49
183898,Á. Di María,49500000.0,160000.0,Midfielder,96.77,3,98.02
215698,M. Maignan,49500000.0,45000.0,Goalkeeper,96.77,3,78.59
227796,C. Pulisic,49000000.0,120000.0,Midfielder,96.67,2,96.5
222665,M. Ødegaard,49000000.0,89000.0,Midfielder,96.67,2,93.34
247263,E. Tapsoba,48500000.0,49000.0,Defender,96.61,3,81.21
229880,A. Wan-Bissaka,48500000.0,115000.0,Defender,96.61,3,96.0
205988,L. Shaw,48500000.0,140000.0,Defender,96.61,3,97.48
214997,Á. Correa,48000000.0,80000.0,Forward,96.5,4,91.43
220834,Marco Asensio,48000000.0,190000.0,Midfielder,96.5,4,98.89
213565,T. Lemar,48000000.0,71000.0,Midfielder,96.5,4,89.24
204923,M. Sabitzer,48000000.0,110000.0,Midfielder,96.5,4,95.66
204963,Carvajal,47500000.0,210000.0,Defender,96.37,1,99.13
189332,Jordi Alba,47000000.0,200000.0,Defender,96.34,2,99.06
230658,Arthur,47000000.0,90000.0,Midfielder,96.34,2,93.65
231943,Richarlison,46500000.0,100000.0,Forward,96.27,2,94.79
238794,Vinícius Jr.,46500000.0,120000.0,Midfielder,96.27,2,96.5
233419,Raphinha,46000000.0,89000.0,Midfielder,96.2,7,93.34
234943,F. Neuhaus,46000000.0,36000.0,Midfielder,96.2,7,72.13
235569,T. Ndombele,46000000.0,95000.0,Midfielder,96.2,7,94.32
224293,Rúben Neves,46000000.0,89000.0,Midfielder,96.2,7,93.34
224458,Diogo Jota,46000000.0,120000.0,Midfielder,96.2,7,96.5
244260,Dani Olmo,46000000.0,78000.0,Midfielder,96.2,7,91.09
220651,Angeliño,46000000.0,77000.0,Defender,96.2,7,90.89
225850,P. Kimpembe,45500000.0,90000.0,Defender,95.97,2,93.65
246669,B. Saka,45500000.0,50000.0,Midfielder,95.97,2,81.51
216594,N. Fekir,45000000.0,42000.0,Midfielder,95.9,6,76.5
20801,Cristiano Ronaldo,45000000.0,270000.0,Forward,95.9,6,99.8
233731,A. Isak,45000000.0,37000.0,Forward,95.9,6,72.84
198176,S. de Vrij,45000000.0,145000.0,Defender,95.9,6,97.61
189511,Sergio Busquets,45000000.0,200000.0,Midfielder,95.9,6,99.06
208418,Y. Carrasco,45000000.0,81000.0,Midfielder,95.9,6,91.8
237383,A. Bastoni,44500000.0,77000.0,Defender,95.7,3,90.89
220814,L. Hernández,44500000.0,85000.0,Defender,95.7,3,92.67
176580,L. Suárez,44500000.0,135000.0,Forward,95.7,3,97.24
235410,Y. En-Nesyri,44000000.0,37000.0,Forward,95.6,2,72.84
178603,M. Hummels,44000000.0,95000.0,Defender,95.6,2,94.32
188567,P. Aubameyang,43500000.0,145000.0,Forward,95.53,5,97.61
211688,Gayà,43500000.0,48000.0,Defender,95.53,5,80.34
228618,F. Mendy,43500000.0,170000.0,Defender,95.53,5,98.35
225100,J. Gomez,43500000.0,100000.0,Defender,95.53,5,94.79
213648,P. Højbjerg,43500000.0,105000.0,Midfielder,95.53,5,95.33
234378,D. Rice,43000000.0,69000.0,Midfielder,95.36,3,88.84
232293,V. Osimhen,43000000.0,66000.0,Forward,95.36,3,88.17
188350,M. Reus,43000000.0,95000.0,Midfielder,95.36,3,94.32
198706,Luis Alberto,42500000.0,95000.0,Midfielder,95.26,5,94.32
208670,H. Ziyech,42500000.0,170000.0,Midfielder,95.26,5,98.35
207862,M. Ginter,42500000.0,45000.0,Defender,95.26,5,78.59
208574,F. Kostić,42500000.0,52000.0,Midfielder,95.26,5,82.96
203263,H. Maguire,42500000.0,155000.0,Defender,95.26,5,97.88
186153,W. Szczęsny,42000000.0,105000.0,Goalkeeper,95.09,3,95.33
222077,M. Locatelli,42000000.0,74000.0,Midfielder,95.09,3,89.98
226271,Fabián,42000000.0,77000.0,Midfielder,95.09,3,90.89
229906,L. Bailey,41500000.0,75000.0,Midfielder,94.99,6,90.22
220697,J. Maddison,41500000.0,100000.0,Midfielder,94.99,6,94.79
239231,Cucurella,41500000.0,63000.0,Midfielder,94.99,6,87.23
207410,M. Kovačić,41500000.0,135000.0,Midfielder,94.99,6,97.24
199451,W. Ben Yedder,41500000.0,88000.0,Forward,94.99,6,93.24
232488,C. Romero,41500000.0,51000.0,Defender,94.99,6,82.49
203574,J. Stones,41000000.0,140000.0,Defender,94.79,1,97.48
181291,G. Wijnaldum,40500000.0,115000.0,Midfielder,94.76,6,96.0
212190,N. Süle,40500000.0,78000.0,Defender,94.76,6,91.09
210243,Ricardo Pereira,40500000.0,130000.0,Defender,94.76,6,97.11
229984,B. Chilwell,40500000.0,100000.0,Defender,94.76,6,94.79
200458,L. Digne,40500000.0,110000.0,Defender,94.76,6,95.66
209889,R. Guerreiro,40500000.0,79000.0,Defender,94.76,6,91.29
236610,M. Kean,39500000.0,69000.0,Forward,94.55,3,88.84
205632,L. Ocampos,39500000.0,46000.0,Midfielder,94.55,3,79.26
208421,Saúl,39500000.0,68000.0,Midfielder,94.55,3,88.57
188377,K. Walker,39000000.0,170000.0,Defender,94.45,3,98.35
224411,Gonçalo Guedes,39000000.0,39000.0,Midfielder,94.45,3,74.18
232411,C. Nkunku,39000000.0,72000.0,Midfielder,94.45,3,89.45
243812,Rodrygo,38500000.0,115000.0,Midfielder,94.35,4,96.0
234906,H. Aouar,38500000.0,65000.0,Midfielder,94.35,4,87.87
221363,D. van de Beek,38500000.0,110000.0,Midfielder,94.35,4,95.66
233927,Lucas Paquetá,38500000.0,65000.0,Midfielder,94.35,4,87.87
228251,L. Pellegrini,38000000.0,61000.0,Midfielder,94.22,1,86.62
221479,D. Calvert-Lewin,37500000.0,90000.0,Forward,94.18,2,93.65
220440,C. Lenglet,37500000.0,145000.0,Defender,94.18,2,97.61
252371,J. Bellingham,37000000.0,21000.0,Midfielder,94.12,8,51.53
238074,R. James,37000000.0,76000.0,Defender,94.12,8,90.49
224334,M. Acuña,37000000.0,45000.0,Defender,94.12,8,78.59
223689,W. Weghorst,37000000.0,95000.0,Forward,94.12,8,94.32
201399,M. Icardi,37000000.0,120000.0,Forward,94.12,8,96.5
201153,Morata,37000000.0,84000.0,Forward,94.12,8,92.47
200610,K. Volland,37000000.0,83000.0,Forward,94.12,8,92.27
216352,M. Brozović,37000000.0,130000.0,Midfielder,94.12,8,97.11
251573,Renan Lodi,36500000.0,49000.0,Defender,93.85,4,81.21
209989,T. Partey,36500000.0,115000.0,Midfielder,93.85,4,96.0
186345,K. Trippier,36500000.0,74000.0,Defender,93.85,4,89.98
189575,Muniain,36500000.0,44000.0,Midfielder,93.85,4,78.12
223697,R. Gosens,36000000.0,65000.0,Defender,93.71,4,87.87
236792,T. Souček,36000000.0,81000.0,Midfielder,93.71,4,91.8
233306,D. Henderson,36000000.0,70000.0,Goalkeeper,93.71,4,89.11
212194,J. Brandt,36000000.0,64000.0,Midfielder,93.71,4,87.6
240243,Matheus Cunha,35500000.0,48000.0,Midfielder,93.58,7,80.34
215333,D. Zapata,35500000.0,77000.0,Forward,93.58,7,90.89
229668,Mario Hermoso,35500000.0,62000.0,Defender,93.58,7,86.89
204838,R. Jiménez,35500000.0,120000.0,Forward,93.58,7,96.5
197445,D. Alaba,35500000.0,195000.0,Defender,93.58,7,98.92
216354,A. Kramarić,35500000.0,59000.0,Forward,93.58,7,85.98
226226,G. Lo Celso,35500000.0,95000.0,Midfielder,93.58,7,94.32
211515,P. Gollini,35000000.0,48000.0,Goalkeeper,93.34,6,80.34
208128,H. Çalhanoğlu,35000000.0,115000.0,Midfielder,93.34,6,96.0
208333,E. Can,35000000.0,72000.0,Midfielder,93.34,6,89.45
233096,D. Dumfries,35000000.0,100000.0,Defender,93.34,6,94.79
234742,H. Barnes,35000000.0,95000.0,Midfielder,93.34,6,94.32
212616,R. De Paul,35000000.0,68000.0,Midfielder,93.34,6,88.57
205452,A. Rüdiger,34500000.0,130000.0,Defender,93.14,6,97.11
211300,A. Martial,34500000.0,130000.0,Forward,93.14,6,97.11
226166,N. Mukiele,34500000.0,65000.0,Defender,93.14,6,87.87
190286,Canales,34500000.0,38000.0,Midfielder,93.14,6,73.58
230869,Unai Simón,34500000.0,24000.0,Goalkeeper,93.14,6,57.58
204639,S. Savić,34500000.0,74000.0,Defender,93.14,6,89.98
210935,D. Berardi,33500000.0,51000.0,Midfielder,92.94,6,82.49
205569,J. Ward-Prowse,33500000.0,69000.0,Midfielder,92.94,6,88.84
225375,K. Laimer,33500000.0,65000.0,Midfielder,92.94,6,87.87
241095,N. Vlašić,33500000.0,66000.0,Midfielder,92.94,6,88.17
202811,E. Martínez,33500000.0,81000.0,Goalkeeper,92.94,6,91.8
143076,A. Gómez,33500000.0,51000.0,Midfielder,92.94,6,82.49
202884,L. Spinazzola,33000000.0,72000.0,Defender,92.74,6,89.45
244067,M. Lacroix,33000000.0,42000.0,Defender,92.74,6,76.5
208830,J. Vardy,33000000.0,180000.0,Forward,92.74,6,98.62
204935,J. Pickford,33000000.0,83000.0,Goalkeeper,92.74,6,92.27
231447,D. Malen,33000000.0,59000.0,Forward,92.74,6,85.98
230767,Renato Sanches,33000000.0,38000.0,Midfielder,92.74,6,73.58
220018,A. Rebić,32500000.0,54000.0,Midfielder,92.54,4,83.63
245279,Reguilón,32500000.0,79000.0,Defender,92.54,4,91.29
202651,Suso,32500000.0,42000.0,Midfielder,92.54,4,76.5
224081,K. Phillips,32500000.0,82000.0,Midfielder,92.54,4,91.97
177003,L. Modrić,32000000.0,190000.0,Midfielder,92.4,4,98.89
240709,R. Baku,32000000.0,59000.0,Midfielder,92.4,4,85.98
243630,J. David,32000000.0,31000.0,Forward,92.4,4,67.09
239207,M. Gómez,32000000.0,40000.0,Forward,92.4,4,74.89
231352,T. Abraham,31500000.0,49000.0,Forward,92.27,6,81.21
246646,M. Caqueret,31500000.0,44000.0,Midfielder,92.27,6,78.12
231410,Brahim,31500000.0,30000.0,Midfielder,92.27,6,65.98
191043,Alex Sandro,31500000.0,95000.0,Defender,92.27,6,94.32
210413,A. Romagnoli,31500000.0,49000.0,Defender,92.27,6,81.21
238067,N. Zaniolo,31500000.0,38000.0,Midfielder,92.27,6,73.58
226491,K. Tierney,31000000.0,69000.0,Defender,92.07,6,88.84
215330,J. Correa,31000000.0,76000.0,Forward,92.07,6,90.49
235353,I. Sarr,31000000.0,53000.0,Midfielder,92.07,6,83.39
198717,W. Zaha,31000000.0,85000.0,Forward,92.07,6,92.67
236987,B. Kamara,31000000.0,30000.0,Midfielder,92.07,6,65.98
221992,H. Lozano,31000000.0,77000.0,Midfielder,92.07,6,90.89
197061,J. Matip,30500000.0,130000.0,Defender,91.87,8,97.11
246147,M. Greenwood,30500000.0,56000.0,Midfielder,91.87,8,84.61
199823,Campaña,30500000.0,43000.0,Midfielder,91.87,8,77.18
199914,Allan,30500000.0,100000.0,Midfielder,91.87,8,94.79
226110,N. Pépé,30500000.0,95000.0,Midfielder,91.87,8,94.32
229261,D. Zakaria,30500000.0,28000.0,Midfielder,91.87,8,63.8
219693,Diego Carlos,30500000.0,37000.0,Defender,91.87,8,72.84
203486,T. Hazard,30500000.0,75000.0,Midfielder,91.87,8,90.22
216201,Iñaki Williams,30000000.0,39000.0,Forward,91.6,16,74.18
210008,A. Rabiot,30000000.0,87000.0,Midfielder,91.6,16,92.97
208596,A. Belotti,30000000.0,61000.0,Forward,91.6,16,86.62
225116,A. Meret,30000000.0,40000.0,Goalkeeper,91.6,16,74.89
204311,K. Zouma,30000000.0,75000.0,Defender,91.6,16,90.22
234642,É. Mendy,30000000.0,105000.0,Goalkeeper,91.6,16,95.33
192774,K. Manolas,30000000.0,80000.0,Defender,91.6,16,91.43
199110,L. Muriel,30000000.0,70000.0,Forward,91.6,16,89.11
205070,Portu,30000000.0,51000.0,Midfielder,91.6,16,82.49
197781,Isco,30000000.0,175000.0,Midfielder,91.6,16,98.49
193301,A. Lacazette,30000000.0,110000.0,Forward,91.6,16,95.66
225953,S. Bergwijn,30000000.0,82000.0,Midfielder,91.6,16,91.97
189242,Coutinho,30000000.0,165000.0,Midfielder,91.6,16,98.12
226754,I. Bennacer,30000000.0,41000.0,Midfielder,91.6,16,75.66
205175,A. Milik,30000000.0,81000.0,Forward,91.6,16,91.8
229927,Gerson,30000000.0,41000.0,Midfielder,91.6,16,75.66
210406,P. Zieliński,29500000.0,74000.0,Midfielder,91.06,9,89.98
190460,C. Eriksen,29500000.0,120000.0,Midfielder,91.06,9,96.5
227813,O. Zinchenko,29500000.0,95000.0,Defender,91.06,9,94.32
192883,H. Mkhitaryan,29500000.0,82000.0,Forward,91.06,9,91.97
248243,E. Camavinga,29500000.0,44000.0,Midfielder,91.06,9,78.12
237678,I. Konaté,29500000.0,73000.0,Defender,91.06,9,89.65
256630,F. Wirtz,29500000.0,18000.0,Midfielder,91.06,9,44.94
183711,J. Henderson,29500000.0,140000.0,Midfielder,91.06,9,97.48
201519,J. Veretout,29500000.0,66000.0,Midfielder,91.06,9,88.17
252145,Nuno Mendes,29000000.0,8000.0,Defender,90.76,4,25.11
246430,D. Vlahović,29000000.0,43000.0,Forward,90.76,4,77.18
240753,A. Gouiri,29000000.0,29000.0,Forward,90.76,4,65.01
248695,W. Fofana,29000000.0,57000.0,Defender,90.76,4,85.01
185122,P. Gulácsi,28500000.0,87000.0,Goalkeeper,90.62,2,92.97
238616,Pedro Neto,28500000.0,62000.0,Midfielder,90.62,2,86.89
244622,Puado,28000000.0,19000.0,Midfielder,90.55,12,47.23
207439,L. Paredes,28000000.0,81000.0,Midfielder,90.55,12,91.8
208330,A. Januzaj,28000000.0,45000.0,Midfielder,90.55,12,78.59
227950,Yeray,28000000.0,33000.0,Defender,90.55,12,69.31
244253,U. Račić,28000000.0,31000.0,Midfielder,90.55,12,67.09
241637,A. Tchouaméni,28000000.0,41000.0,Midfielder,90.55,12,75.66
213661,A. Christensen,28000000.0,95000.0,Defender,90.55,12,94.32
239613,M. Pessina,28000000.0,42000.0,Midfielder,90.55,12,76.5
225085,J. Bamba,28000000.0,42000.0,Midfielder,90.55,12,76.5
200454,Paco Alcácer,28000000.0,45000.0,Forward,90.55,12,78.59
193080,De Gea,28000000.0,120000.0,Goalkeeper,90.55,12,96.5
192563,B. Leno,28000000.0,87000.0,Goalkeeper,90.55,12,92.97
228093,M. Thuram,27500000.0,29000.0,Midfielder,90.15,9,65.01
220971,N. Keïta,27500000.0,110000.0,Midfielder,90.15,9,95.66
205069,Juan Bernat,27500000.0,90000.0,Defender,90.15,9,93.65
212462,Alex Telles,27500000.0,130000.0,Defender,90.15,9,97.11
233195,X. Schlager,27500000.0,53000.0,Midfielder,90.15,9,83.39
237238,S. McTominay,27500000.0,90000.0,Midfielder,90.15,9,93.65
207863,Felipe,27500000.0,74000.0,Defender,90.15,9,89.98
216409,M. Politano,27500000.0,74000.0,Midfielder,90.15,9,89.98
229857,S. Sensi,27500000.0,95000.0,Midfielder,90.15,9,94.32
240900,Unai Núñez,27000000.0,26000.0,Defender,89.85,5,60.74
239817,B. Soumaré,27000000.0,68000.0,Midfielder,89.85,5,88.57
232432,L. Jović,27000000.0,130000.0,Forward,89.85,5,97.11
200647,J. Iličić,27000000.0,84000.0,Forward,89.85,5,92.47
192629,Iago Aspas,27000000.0,46000.0,Forward,89.85,5,79.26
211117,D. Alli,26500000.0,90000.0,Midfielder,89.68,10,93.65
222331,L. Klostermann,26500000.0,67000.0,Defender,89.68,10,88.27
223959,L. Torreira,26500000.0,77000.0,Midfielder,89.68,10,90.89
229582,G. Mancini,26500000.0,52000.0,Defender,89.68,10,82.96
206511,M. Arnold,26500000.0,66000.0,Midfielder,89.68,10,88.17
231969,R. Malinovskyi,26500000.0,68000.0,Forward,89.68,10,88.57
195859,D. Ings,26500000.0,90000.0,Forward,89.68,10,93.65
226162,E. Buendía,26500000.0,61000.0,Midfielder,89.68,10,86.62
216388,A. Saint-Maximin,26500000.0,41000.0,Midfielder,89.68,10,75.66
177683,Y. Sommer,26500000.0,40000.0,Goalkeeper,89.68,10,74.89
237942,P. Estupiñán,26000000.0,29000.0,Defender,89.34,7,65.01
236355,Luiz Felipe,26000000.0,44000.0,Defender,89.34,7,78.12
200949,Lucas Moura,26000000.0,105000.0,Midfielder,89.34,7,95.33
193105,A. Areola,26000000.0,75000.0,Goalkeeper,89.34,7,90.22
227127,Álex Remiro,26000000.0,31000.0,Goalkeeper,89.34,7,67.09
179813,E. Cavani,26000000.0,190000.0,Forward,89.34,7,98.89
210463,D. Machís,26000000.0,34000.0,Midfielder,89.34,7,70.22
228687,K. Dolberg,25500000.0,37000.0,Forward,89.11,7,72.84
251809,S. Botman,25500000.0,27000.0,Defender,89.11,7,62.29
210385,Rui Silva,25500000.0,24000.0,Goalkeeper,89.11,7,57.58
208448,E. Forsberg,25500000.0,87000.0,Midfielder,89.11,7,92.97
198710,J. Rodríguez,25500000.0,105000.0,Midfielder,89.11,7,95.33
193983,A. Delort,25500000.0,49000.0,Forward,89.11,7,81.21
208461,M. de Roon,25500000.0,59000.0,Midfielder,89.11,7,85.98
225201,Álex Berenguer,25000000.0,32000.0,Midfielder,88.87,13,68.17
229237,M. Akanji,25000000.0,54000.0,Defender,88.87,13,83.63
234612,J. Ikoné,25000000.0,36000.0,Midfielder,88.87,13,72.13
201305,Gabriel Paulista,25000000.0,44000.0,Defender,88.87,13,78.12
232756,F. Tomori,25000000.0,35000.0,Defender,88.87,13,71.19
220093,H. Hateboer,25000000.0,55000.0,Defender,88.87,13,84.0
173731,G. Bale,25000000.0,170000.0,Midfielder,88.87,13,98.35
235374,M. Lazzari,25000000.0,64000.0,Defender,88.87,13,87.6
232119,Ç. Söyüncü,25000000.0,88000.0,Defender,88.87,13,93.24
203841,N. Pope,25000000.0,45000.0,Goalkeeper,88.87,13,78.59
184432,Azpilicueta,25000000.0,125000.0,Defender,88.87,13,96.74
208618,Lucas Vázquez,25000000.0,170000.0,Midfielder,88.87,13,98.35
247204,Emerson,25000000.0,70000.0,Defender,88.87,13,89.11
236480,Y. Bissouma,24500000.0,50000.0,Midfielder,88.44,12,81.51
240679,T. Koopmeiners,24500000.0,41000.0,Midfielder,88.44,12,75.66
224309,Joan Jordán,24500000.0,33000.0,Midfielder,88.44,12,69.31
202166,J. Draxler,24500000.0,83000.0,Midfielder,88.44,12,92.27
247851,Bruno Guimarães,24500000.0,52000.0,Midfielder,88.44,12,82.96
220182,J. Denayer,24500000.0,64000.0,Defender,88.44,12,87.6
219683,C. Tolisso,24500000.0,78000.0,Midfielder,88.44,12,91.09
225663,A. Golovin,24500000.0,53000.0,Midfielder,88.44,12,83.39
209519,G. Laborde,24500000.0,59000.0,Forward,88.44,12,85.98
204638,W. Orban,24500000.0,79000.0,Defender,88.44,12,91.29
202695,J. Tarkowski,24500000.0,46000.0,Defender,88.44,12,79.26
195365,K. Kampl,24500000.0,83000.0,Midfielder,88.44,12,92.27
155862,Sergio Ramos,24000000.0,115000.0,Defender,88.03,7,96.0
187072,L. Stindl,24000000.0,41000.0,Midfielder,88.03,7,75.66
233738,Zubeldia,24000000.0,29000.0,Defender,88.03,7,65.01
232730,D. Kamada,24000000.0,29000.0,Midfielder,88.03,7,65.01
217940,D. Djené,24000000.0,36000.0,Defender,88.03,7,72.13
232580,Gabriel,24000000.0,65000.0,Defender,88.03,7,87.87
177413,A. Witsel,24000000.0,72000.0,Midfielder,88.03,7,89.45
179645,S. Kjær,23500000.0,54000.0,Defender,87.8,8,83.63
183907,J. Boateng,23500000.0,81000.0,Defender,87.8,8,91.8
214979,J. Musso,23500000.0,44000.0,Goalkeeper,87.8,8,78.12
245158,L. Suárez,23500000.0,23000.0,Forward,87.8,8,55.8
232665,M. Arambarri,23500000.0,29000.0,Midfielder,87.8,8,65.01
205659,A. Cragno,23500000.0,32000.0,Goalkeeper,87.8,8,68.17
246172,S. Chukwueze,23500000.0,27000.0,Midfielder,87.8,8,62.29
234236,P. Schick,23500000.0,57000.0,Forward,87.8,8,85.01
210315,De Tomás,23000000.0,26000.0,Forward,87.53,10,60.74
240740,C. Hudson-Odoi,23000000.0,72000.0,Midfielder,87.53,10,89.45
246420,J. Doku,23000000.0,29000.0,Midfielder,87.53,10,65.01
236772,D. Szoboszlai,23000000.0,46000.0,Midfielder,87.53,10,79.26
226456,Pablo Fornals,23000000.0,69000.0,Midfielder,87.53,10,88.84
218339,M. Dahoud,23000000.0,56000.0,Midfielder,87.53,10,84.61
221660,V. Lindelöf,23000000.0,105000.0,Defender,87.53,10,95.33
199482,A. Lopes,23000000.0,60000.0,Goalkeeper,87.53,10,86.25
